(   train_path = 'clue/train.json'
        dev_path = 'clue/dev.json'
        test_path = 'clue/test.json'

        bert_path = './bert-base-chinese'

        device = torch.device('cuda:0' if torch.cuda.is_available() else 'cpu')
        batch_size = 24
        bert_hidden_size = 768
        lstm_hidden_size = 1024
        lstm_layer_num = 2
        lstm_dropout = 0.2
        lstm_is_bi = True
        tag_num = 32

        dropout = 0.1
        lr = 5e-5

        epochs = 30
    )

### dev中去掉了带字母和数字的


epoch:  0 | step:   14 | loss: 27.566270 | acc: 0.3358
epoch:  0 | step:   29 | loss: 29.727691 | acc: 0.4320
epoch:  0 | step:   44 | loss: 26.540687 | acc: 0.5168
epoch:  0 | step:   59 | loss: 26.403122 | acc: 0.5646
epoch:  0 | step:   74 | loss: 25.071598 | acc: 0.6084
epoch:  0 | step:   89 | loss: 25.533389 | acc: 0.6412
epoch:  0 | step:  104 | loss: 25.687530 | acc: 0.6690
epoch:  0 | step:  119 | loss: 25.619993 | acc: 0.6907
epoch:  0 | step:  134 | loss: 25.002522 | acc: 0.7076
epoch:  0 | step:  149 | loss: 26.276641 | acc: 0.7197
epoch:  0 | step:  164 | loss: 25.178505 | acc: 0.7300
epoch:  0 | step:  179 | loss: 24.179583 | acc: 0.7382
epoch:  0 | step:  194 | loss: 23.675974 | acc: 0.7454
epoch:  0 | step:  209 | loss: 21.665038 | acc: 0.7536
epoch:  0 | step:  224 | loss: 22.131008 | acc: 0.7590
epoch:  0 | step:  239 | loss: 18.845398 | acc: 0.7670
epoch:  0 | step:  254 | loss: 23.474304 | acc: 0.7712
epoch:  0 | step:  269 | loss: 21.261426 | acc: 0.7755
epoch:  0 | step:  284 | loss: 20.561165 | acc: 0.7801
epoch:  0 | step:  299 | loss: 19.218395 | acc: 0.7844
epoch:  0 | step:  314 | loss: 18.436442 | acc: 0.7891
epoch:  0 | step:  329 | loss: 17.143608 | acc: 0.7941
epoch:  0 | step:  344 | loss: 16.493190 | acc: 0.7990
epoch:  0 | step:  359 | loss: 16.228836 | acc: 0.8028
epoch:  0 | step:  374 | loss: 15.142390 | acc: 0.8068
epoch:  0 | step:  389 | loss: 16.094338 | acc: 0.8105
epoch:  0 | step:  404 | loss: 15.591837 | acc: 0.8137
epoch:  0 | step:  419 | loss: 15.635232 | acc: 0.8165
epoch:  0 | step:  434 | loss: 13.438253 | acc: 0.8203
accuarcy: 0.8804, F1: 0.6308, loss: 11.869244
epoch:  1 | step:   14 | loss: 9.981998 | acc: 0.6391
epoch:  1 | step:   29 | loss: 7.844766 | acc: 0.7482
epoch:  1 | step:   44 | loss: 7.842418 | acc: 0.7812
epoch:  1 | step:   59 | loss: 8.248835 | acc: 0.8044
epoch:  1 | step:   74 | loss: 8.876840 | acc: 0.8171
epoch:  1 | step:   89 | loss: 9.351427 | acc: 0.8262
epoch:  1 | step:  104 | loss: 9.832176 | acc: 0.8346
epoch:  1 | step:  119 | loss: 9.601268 | acc: 0.8411
epoch:  1 | step:  134 | loss: 9.992085 | acc: 0.8464
epoch:  1 | step:  149 | loss: 11.081953 | acc: 0.8492
epoch:  1 | step:  164 | loss: 10.522588 | acc: 0.8528
epoch:  1 | step:  179 | loss: 10.689311 | acc: 0.8557
epoch:  1 | step:  194 | loss: 11.226761 | acc: 0.8565
epoch:  1 | step:  209 | loss: 10.430397 | acc: 0.8591
epoch:  1 | step:  224 | loss: 10.416481 | acc: 0.8609
epoch:  1 | step:  239 | loss: 8.967260 | acc: 0.8640
epoch:  1 | step:  254 | loss: 11.934694 | acc: 0.8647
epoch:  1 | step:  269 | loss: 10.573530 | acc: 0.8661
epoch:  1 | step:  284 | loss: 10.071356 | acc: 0.8678
epoch:  1 | step:  299 | loss: 9.653163 | acc: 0.8694
epoch:  1 | step:  314 | loss: 9.151410 | acc: 0.8714
epoch:  1 | step:  329 | loss: 8.427233 | acc: 0.8738
epoch:  1 | step:  344 | loss: 8.701413 | acc: 0.8759
epoch:  1 | step:  359 | loss: 8.548654 | acc: 0.8781
epoch:  1 | step:  374 | loss: 7.923668 | acc: 0.8801
epoch:  1 | step:  389 | loss: 8.345858 | acc: 0.8819
epoch:  1 | step:  404 | loss: 8.045352 | acc: 0.8838
epoch:  1 | step:  419 | loss: 8.445403 | acc: 0.8853
epoch:  1 | step:  434 | loss: 7.271695 | acc: 0.8873
accuarcy: 0.8886, F1: 0.6940, loss: 9.032405
epoch:  2 | step:   14 | loss: 5.910475 | acc: 0.7321
epoch:  2 | step:   29 | loss: 4.353173 | acc: 0.8171
epoch:  2 | step:   44 | loss: 4.930572 | acc: 0.8439
epoch:  2 | step:   59 | loss: 4.697899 | acc: 0.8576
epoch:  2 | step:   74 | loss: 5.529394 | acc: 0.8640
epoch:  2 | step:   89 | loss: 5.568665 | acc: 0.8714
epoch:  2 | step:  104 | loss: 5.636442 | acc: 0.8775
epoch:  2 | step:  119 | loss: 5.423367 | acc: 0.8832
epoch:  2 | step:  134 | loss: 6.162523 | acc: 0.8858
epoch:  2 | step:  149 | loss: 6.818417 | acc: 0.8866
epoch:  2 | step:  164 | loss: 6.596635 | acc: 0.8900
epoch:  2 | step:  179 | loss: 6.601789 | acc: 0.8917
epoch:  2 | step:  194 | loss: 7.220330 | acc: 0.8925
epoch:  2 | step:  209 | loss: 6.804972 | acc: 0.8941
epoch:  2 | step:  224 | loss: 7.000688 | acc: 0.8945
epoch:  2 | step:  239 | loss: 5.555775 | acc: 0.8967
epoch:  2 | step:  254 | loss: 7.777669 | acc: 0.8966
epoch:  2 | step:  269 | loss: 7.001734 | acc: 0.8978
epoch:  2 | step:  284 | loss: 6.155679 | acc: 0.8989
epoch:  2 | step:  299 | loss: 6.157490 | acc: 0.9004
epoch:  2 | step:  314 | loss: 6.252410 | acc: 0.9014
epoch:  2 | step:  329 | loss: 5.836752 | acc: 0.9029
epoch:  2 | step:  344 | loss: 5.538149 | acc: 0.9046
epoch:  2 | step:  359 | loss: 5.783330 | acc: 0.9061
epoch:  2 | step:  374 | loss: 5.636822 | acc: 0.9077
epoch:  2 | step:  389 | loss: 5.769146 | acc: 0.9091
epoch:  2 | step:  404 | loss: 5.481042 | acc: 0.9103
epoch:  2 | step:  419 | loss: 5.186586 | acc: 0.9116
epoch:  2 | step:  434 | loss: 4.682702 | acc: 0.9131
accuarcy: 0.8942, F1: 0.6908, loss: 7.538762
epoch:  3 | step:   14 | loss: 3.790077 | acc: 0.8152
epoch:  3 | step:   29 | loss: 2.962167 | acc: 0.8625
epoch:  3 | step:   44 | loss: 3.162216 | acc: 0.8777
epoch:  3 | step:   59 | loss: 3.358112 | acc: 0.8886
epoch:  3 | step:   74 | loss: 4.031174 | acc: 0.8950
epoch:  3 | step:   89 | loss: 3.727268 | acc: 0.9013
epoch:  3 | step:  104 | loss: 3.824192 | acc: 0.9060
epoch:  3 | step:  119 | loss: 3.492237 | acc: 0.9104
epoch:  3 | step:  134 | loss: 4.404151 | acc: 0.9114
epoch:  3 | step:  149 | loss: 4.554730 | acc: 0.9127
epoch:  3 | step:  164 | loss: 4.598603 | acc: 0.9137
epoch:  3 | step:  179 | loss: 4.627682 | acc: 0.9150
epoch:  3 | step:  194 | loss: 5.328732 | acc: 0.9154
epoch:  3 | step:  209 | loss: 5.041104 | acc: 0.9161
epoch:  3 | step:  224 | loss: 5.296296 | acc: 0.9164
epoch:  3 | step:  239 | loss: 3.813470 | acc: 0.9182
epoch:  3 | step:  254 | loss: 5.725908 | acc: 0.9176
epoch:  3 | step:  269 | loss: 5.396202 | acc: 0.9179
epoch:  3 | step:  284 | loss: 4.981220 | acc: 0.9182
epoch:  3 | step:  299 | loss: 4.939238 | acc: 0.9194
epoch:  3 | step:  314 | loss: 4.646419 | acc: 0.9201
epoch:  3 | step:  329 | loss: 4.534438 | acc: 0.9210
epoch:  3 | step:  344 | loss: 4.165834 | acc: 0.9221
epoch:  3 | step:  359 | loss: 4.226303 | acc: 0.9232
epoch:  3 | step:  374 | loss: 4.047462 | acc: 0.9246
epoch:  3 | step:  389 | loss: 4.060043 | acc: 0.9257
epoch:  3 | step:  404 | loss: 4.065269 | acc: 0.9266
epoch:  3 | step:  419 | loss: 3.924873 | acc: 0.9275
epoch:  3 | step:  434 | loss: 3.844354 | acc: 0.9286
accuarcy: 0.9179, F1: 0.7890, loss: 6.052363
epoch:  4 | step:   14 | loss: 2.836532 | acc: 0.8466
epoch:  4 | step:   29 | loss: 2.338470 | acc: 0.8851
epoch:  4 | step:   44 | loss: 2.800035 | acc: 0.8987
epoch:  4 | step:   59 | loss: 2.568026 | acc: 0.9071
epoch:  4 | step:   74 | loss: 2.923053 | acc: 0.9106
epoch:  4 | step:   89 | loss: 2.933639 | acc: 0.9132
epoch:  4 | step:  104 | loss: 3.241211 | acc: 0.9179
epoch:  4 | step:  119 | loss: 2.802809 | acc: 0.9234
epoch:  4 | step:  134 | loss: 3.239066 | acc: 0.9259
epoch:  4 | step:  149 | loss: 3.718269 | acc: 0.9255
epoch:  4 | step:  164 | loss: 3.500550 | acc: 0.9267
epoch:  4 | step:  179 | loss: 3.605374 | acc: 0.9276
epoch:  4 | step:  194 | loss: 4.109489 | acc: 0.9279
epoch:  4 | step:  209 | loss: 3.910695 | acc: 0.9286
epoch:  4 | step:  224 | loss: 4.183428 | acc: 0.9286
epoch:  4 | step:  239 | loss: 3.512090 | acc: 0.9297
epoch:  4 | step:  254 | loss: 4.751188 | acc: 0.9293
epoch:  4 | step:  269 | loss: 4.138447 | acc: 0.9292
epoch:  4 | step:  284 | loss: 3.893452 | acc: 0.9297
epoch:  4 | step:  299 | loss: 3.933812 | acc: 0.9306
epoch:  4 | step:  314 | loss: 3.773427 | acc: 0.9314
epoch:  4 | step:  329 | loss: 3.538127 | acc: 0.9321
epoch:  4 | step:  344 | loss: 3.450983 | acc: 0.9331
epoch:  4 | step:  359 | loss: 3.218248 | acc: 0.9342
epoch:  4 | step:  374 | loss: 3.099802 | acc: 0.9349
epoch:  4 | step:  389 | loss: 3.520161 | acc: 0.9359
epoch:  4 | step:  404 | loss: 3.528143 | acc: 0.9369
epoch:  4 | step:  419 | loss: 3.107285 | acc: 0.9377
epoch:  4 | step:  434 | loss: 2.933599 | acc: 0.9388
accuarcy: 0.9085, F1: 0.7516, loss: 6.060673
epoch:  5 | step:   14 | loss: 2.047968 | acc: 0.8677
